temporada,sitio_type,sitio_id,hora,NDVI,dia,BI,ACI,cantos,Luz,Temp
2-august-september,Loma,Loma 4,05:30:00,0.308247507,11,6.115161253,1418.795555,0,0,21.53
2-august-september,Loma,Loma 4,05:30:00,0.308247507,12,4.085560074,1383.813251,0,0,19.9
2-august-september,Loma,Loma 4,05:30:00,0.308247507,13,8.543326298,1482.252825,0,0,21.28
2-august-september,Loma,Loma 4,05:30:00,0.308247507,14,6.273108009,1423.238625,0,0,21.7
2-august-september,Loma,Loma 4,05:30:00,0.308247507,15,1.61335017,1488.383788,0,0,20.59
2-august-september,Loma,Loma 4,05:35:00,0.308247507,1,6.212072152,1494.478555,0,0,20.55
2-august-september,Loma,Loma 4,05:35:00,0.308247507,2,3.88711417,1425.795704,0,0,19.82
2-august-september,Loma,Loma 4,05:35:00,0.308247507,3,8.118485233,1420.84051,0,0,20.25
2-august-september,Loma,Loma 4,05:35:00,0.308247507,4,3.83031606,1469.667555,0,0,19
2-august-september,Loma,Loma 4,05:35:00,0.308247507,5,2.923397513,1410.394131,0,0,18.87
2-august-september,Loma,Loma 4,05:35:00,0.308247507,6,1.32894383,1406.070017,0,0,19.73
2-august-september,Loma,Loma 4,05:35:00,0.308247507,7,7.217046956,1387.923145,0,0,20.25
2-august-september,Loma,Loma 4,05:35:00,0.308247507,8,5.928456234,1429.78253,0,0,20.2
2-august-september,Loma,Loma 4,05:35:00,0.308247507,9,4.815339904,1458.840505,0,0,20.25
2-august-september,Loma,Loma 4,05:35:00,0.308247507,10,5.31476209,1421.160235,0,0,20.59
2-august-september,Loma,Loma 4,05:35:00,0.308247507,11,5.953270385,1394.054919,0,0,21.53
2-august-september,Loma,Loma 4,05:35:00,0.308247507,12,4.236786214,1377.540694,0,0,19.99
2-august-september,Loma,Loma 4,05:35:00,0.308247507,13,7.133464691,1490.329772,0,0,21.28
2-august-september,Loma,Loma 4,05:35:00,0.308247507,14,4.939834984,1411.740279,0,0,21.66
2-august-september,Loma,Loma 4,05:35:00,0.308247507,15,1.335026843,1413.919512,0,0,20.55
2-august-september,Loma,Loma 4,05:40:00,0.308247507,1,5.682444664,1493.46103,0,0,20.42
2-august-september,Loma,Loma 4,05:40:00,0.308247507,2,4.086862089,1431.001337,0,0,19.82
2-august-september,Loma,Loma 4,05:40:00,0.308247507,3,6.909469583,1406.241173,0,0,20.29
2-august-september,Loma,Loma 4,05:40:00,0.308247507,4,4.004598893,1446.534264,0,0,18.92
2-august-september,Loma,Loma 4,05:40:00,0.308247507,5,3.242341262,1414.551062,0,0,18.87
2-august-september,Loma,Loma 4,05:40:00,0.308247507,6,1.154822952,1404.654461,0,0,19.77
2-august-september,Loma,Loma 4,05:40:00,0.308247507,7,6.560219871,1402.020517,0,0,20.33
2-august-september,Loma,Loma 4,05:40:00,0.308247507,8,5.975541486,1451.063408,0,0,20.25
2-august-september,Loma,Loma 4,05:40:00,0.308247507,9,4.360446631,1503.476545,0,0,20.25
2-august-september,Loma,Loma 4,05:40:00,0.308247507,10,5.129230429,1451.018356,0,0,20.55
2-august-september,Loma,Loma 4,05:40:00,0.308247507,11,5.64603404,1423.506509,0,0,21.4
2-august-september,Loma,Loma 4,05:40:00,0.308247507,12,4.180837148,1383.84974,0,0,19.9
2-august-september,Loma,Loma 4,05:40:00,0.308247507,13,6.904511493,1467.825455,0,0,21.28
2-august-september,Loma,Loma 4,05:40:00,0.308247507,14,5.053294329,1413.682369,0,0,21.66
2-august-september,Loma,Loma 4,05:40:00,0.308247507,15,1.619675187,1430.852655,0,0,20.63
2-august-september,Loma,Loma 4,05:45:00,0.308247507,1,4.329376752,1436.839318,0,0,20.29
2-august-september,Loma,Loma 4,05:45:00,0.308247507,2,3.603192655,1420.611915,0,0,19.77
2-august-september,Loma,Loma 4,05:45:00,0.308247507,3,6.366458301,1416.99559,0,0,20.25
2-august-september,Loma,Loma 4,05:45:00,0.308247507,4,5.740861011,1423.856521,0,0,18.96
2-august-september,Loma,Loma 4,05:45:00,0.308247507,5,2.511176327,1411.454296,0,0,18.83
2-august-september,Loma,Loma 4,05:45:00,0.308247507,6,1.65091822,1424.136831,0,0,19.77
2-august-september,Loma,Loma 4,05:45:00,0.308247507,7,5.703108773,1422.110514,0,0,20.42
2-august-september,Loma,Loma 4,05:45:00,0.308247507,8,5.698192166,1420.122583,0,0,20.16
2-august-september,Loma,Loma 4,05:45:00,0.308247507,9,2.941359518,1466.315917,0,0,20.29
2-august-september,Loma,Loma 4,05:45:00,0.308247507,10,3.786442445,1491.608171,1,0,20.55
2-august-september,Loma,Loma 4,05:45:00,0.308247507,11,5.507170579,1431.247978,0,0,21.32
2-august-september,Loma,Loma 4,05:45:00,0.308247507,12,3.690472703,1386.713019,0,0,20.03
2-august-september,Loma,Loma 4,05:45:00,0.308247507,13,5.264177434,1483.685784,1,0,21.32
2-august-september,Loma,Loma 4,05:45:00,0.308247507,14,5.034249195,1407.994472,0,0,21.75
2-august-september,Loma,Loma 4,05:45:00,0.308247507,15,1.803357303,1409.781065,0,0,20.63
2-august-september,Loma,Loma 4,05:50:00,0.308247507,1,3.582328502,1411.709321,1,0,20.25
2-august-september,Loma,Loma 4,05:50:00,0.308247507,2,3.693195327,1476.237524,0,0,19.77
2-august-september,Loma,Loma 4,05:50:00,0.308247507,3,6.455635687,1386.92662,0,0,20.2
2-august-september,Loma,Loma 4,05:50:00,0.308247507,4,5.316515849,1469.593966,0,0,18.87
2-august-september,Loma,Loma 4,05:50:00,0.308247507,5,5.225620123,1413.544501,0,0,18.92
2-august-september,Loma,Loma 4,05:50:00,0.308247507,6,2.138794851,1406.358201,0,0,19.65
2-august-september,Loma,Loma 4,05:50:00,0.308247507,7,5.048312598,1419.813809,0,0,20.46
2-august-september,Loma,Loma 4,05:50:00,0.308247507,8,6.350208678,1408.663099,0,0,20.12
2-august-september,Loma,Loma 4,05:50:00,0.308247507,9,2.762211651,1474.55596,0,0,20.33
2-august-september,Loma,Loma 4,05:50:00,0.308247507,10,5.179115785,1428.683417,0,0,20.59
2-august-september,Loma,Loma 4,05:50:00,0.308247507,11,4.952297405,1512.216733,0,0,21.32
2-august-september,Loma,Loma 4,05:50:00,0.308247507,12,2.38800641,1385.891801,0,0,19.99
2-august-september,Loma,Loma 4,05:50:00,0.308247507,13,5.010120003,1464.627829,0,0,21.23
2-august-september,Loma,Loma 4,05:50:00,0.308247507,14,4.629134709,1455.277874,0,0,21.75
2-august-september,Loma,Loma 4,05:50:00,0.308247507,15,1.851407676,1406.649962,0,0,20.72
2-august-september,Loma,Loma 4,05:55:00,0.308247507,1,5.17009233,1523.344442,0,0,20.29
2-august-september,Loma,Loma 4,05:55:00,0.308247507,2,3.76694396,1440.533974,4,0,19.73
2-august-september,Loma,Loma 4,05:55:00,0.308247507,3,6.744216523,1392.685149,0,0,20.2
2-august-september,Loma,Loma 4,05:55:00,0.308247507,4,2.456450282,1476.675265,0,0,18.83
2-august-september,Loma,Loma 4,05:55:00,0.308247507,5,5.448884784,1377.016696,0,0,19
2-august-september,Loma,Loma 4,05:55:00,0.308247507,6,1.316283301,1400.639533,0,0,19.56
2-august-september,Loma,Loma 4,05:55:00,0.308247507,7,3.925301547,1398.541002,0,0,20.46
2-august-september,Loma,Loma 4,05:55:00,0.308247507,8,6.701541901,1425.552165,0,0,20.12
2-august-september,Loma,Loma 4,05:55:00,0.308247507,9,4.931026544,1444.582015,0,0,20.2
2-august-september,Loma,Loma 4,05:55:00,0.308247507,10,3.741295406,1390.228657,0,0,20.59
2-august-september,Loma,Loma 4,05:55:00,0.308247507,11,4.310118091,1478.42296,0,0,21.28
2-august-september,Loma,Loma 4,05:55:00,0.308247507,12,2.233891539,1378.390671,3,0,20.03
2-august-september,Loma,Loma 4,05:55:00,0.308247507,13,4.537769725,1444.942234,1,0,21.32
2-august-september,Loma,Loma 4,05:55:00,0.308247507,14,3.865746029,1467.130819,1,0,21.79
2-august-september,Loma,Loma 4,05:55:00,0.308247507,15,1.554955004,1451.386817,0,0,20.68
2-august-september,Loma,Loma 4,06:00:00,0.308247507,1,5.684682132,1529.99843,0,0,20.29
2-august-september,Loma,Loma 4,06:00:00,0.308247507,2,4.498012107,1443.817001,0,0,19.77
2-august-september,Loma,Loma 4,06:00:00,0.308247507,3,6.886941703,1411.604444,0,0,20.12
2-august-september,Loma,Loma 4,06:00:00,0.308247507,4,2.519401342,1458.485711,0,0,18.83
2-august-september,Loma,Loma 4,06:00:00,0.308247507,5,9.399455389,1367.294697,4,0,18.96
2-august-september,Loma,Loma 4,06:00:00,0.308247507,6,1.006247197,1407.021644,0,0,19.52
2-august-september,Loma,Loma 4,06:00:00,0.308247507,7,3.961422149,1373.89541,0,0,20.46
2-august-september,Loma,Loma 4,06:00:00,0.308247507,8,5.844617518,1416.992251,0,0,20.12
2-august-september,Loma,Loma 4,06:00:00,0.308247507,9,3.740981436,1434.870257,0,0,20.16
2-august-september,Loma,Loma 4,06:00:00,0.308247507,10,4.324304139,1399.007811,0,0,20.72
2-august-september,Loma,Loma 4,06:00:00,0.308247507,11,5.050410959,1490.967521,0,0,21.28
2-august-september,Loma,Loma 4,06:00:00,0.308247507,12,3.771702627,1375.686745,0,0,20.03
2-august-september,Loma,Loma 4,06:00:00,0.308247507,13,4.452239333,1457.139227,1,0,21.23
2-august-september,Loma,Loma 4,06:00:00,0.308247507,14,3.646828841,1469.578331,13,0,21.75
2-august-september,Loma,Loma 4,06:00:00,0.308247507,15,1.109597952,1413.922237,0,0,20.59
2-august-september,Loma,Loma 4,06:05:00,0.308247507,1,6.973057163,1546.206975,0,0.42,20.2
2-august-september,Loma,Loma 4,06:05:00,0.308247507,2,7.26169333,1426.72906,3,0,19.82
2-august-september,Loma,Loma 4,06:05:00,0.308247507,3,7.073390254,1417.799109,0,0,20.12
2-august-september,Loma,Loma 4,06:05:00,0.308247507,4,2.371443004,1437.108935,0,0,18.83
2-august-september,Loma,Loma 4,06:05:00,0.308247507,5,2.492575476,1374.805992,7,0,18.87
2-august-september,Loma,Loma 4,06:05:00,0.308247507,6,1.081384242,1466.453303,0,0,19.52
2-august-september,Loma,Loma 4,06:05:00,0.308247507,7,4.549645884,1397.460304,0,0,20.46
2-august-september,Loma,Loma 4,06:05:00,0.308247507,8,3.904844448,1415.950926,0,0,20.16
2-august-september,Loma,Loma 4,06:05:00,0.308247507,9,4.623942407,1437.116399,0,0,20.07
2-august-september,Loma,Loma 4,06:05:00,0.308247507,10,5.187405335,1375.287143,0,0,20.68
2-august-september,Loma,Loma 4,06:05:00,0.308247507,11,5.146937915,1413.533901,0,0,21.32
2-august-september,Loma,Loma 4,06:05:00,0.308247507,12,2.928493988,1376.104075,0,0,19.95
2-august-september,Loma,Loma 4,06:05:00,0.308247507,13,4.318582093,1453.19945,0,0,21.23
2-august-september,Loma,Loma 4,06:05:00,0.308247507,14,4.697093213,1391.990478,2,0,21.75
2-august-september,Loma,Loma 4,06:05:00,0.308247507,15,3.613871887,1437.070655,1,0,20.59
2-august-september,Loma,Loma 4,06:10:00,0.308247507,1,7.123958507,1555.12055,0,2.55,20.12
2-august-september,Loma,Loma 4,06:10:00,0.308247507,2,4.735525029,1374.987931,1,1.7,19.77
2-august-september,Loma,Loma 4,06:10:00,0.308247507,3,6.615075993,1392.342266,0,1.06,20.2
2-august-september,Loma,Loma 4,06:10:00,0.308247507,4,3.578423142,1428.210728,1,2.13,18.79
2-august-september,Loma,Loma 4,06:10:00,0.308247507,5,2.980667213,1361.105341,2,1.49,18.83
2-august-september,Loma,Loma 4,06:10:00,0.308247507,6,1.217489576,1507.083753,0,0,19.43
2-august-september,Loma,Loma 4,06:10:00,0.308247507,7,4.956835057,1376.475079,0,0,20.46
2-august-september,Loma,Loma 4,06:10:00,0.308247507,8,3.914343222,1428.169632,0,0,20.16
2-august-september,Loma,Loma 4,06:10:00,0.308247507,9,3.815820355,1457.362943,1,0,20.03
2-august-september,Loma,Loma 4,06:10:00,0.308247507,10,3.436221071,1419.954138,0,0,20.76
2-august-september,Loma,Loma 4,06:10:00,0.308247507,11,5.158807097,1415.698652,1,0,21.28
2-august-september,Loma,Loma 4,06:10:00,0.308247507,12,2.826907932,1375.09923,4,0,19.99
2-august-september,Loma,Loma 4,06:10:00,0.308247507,13,4.710307026,1458.099452,0,0,21.19
2-august-september,Loma,Loma 4,06:10:00,0.308247507,14,6.443131124,1381.15697,2,0,21.75
2-august-september,Loma,Loma 4,06:10:00,0.308247507,15,1.221982277,1415.905375,0,0,20.59
2-august-september,Loma,Loma 4,06:15:00,0.308247507,1,7.008409746,1513.210075,0,9.43,20.12
2-august-september,Loma,Loma 4,06:15:00,0.308247507,2,5.099252832,1377.095956,2,5.78,19.73
2-august-september,Loma,Loma 4,06:15:00,0.308247507,3,5.807317501,1457.843732,0,3.41,20.33
2-august-september,Loma,Loma 4,06:15:00,0.308247507,4,5.850825597,1446.921318,0,8.12,18.79
2-august-september,Loma,Loma 4,06:15:00,0.308247507,5,4.229552217,1433.371339,1,7.05,18.79
2-august-september,Loma,Loma 4,06:15:00,0.308247507,6,1.176734439,1550.524334,0,0.42,19.47
2-august-september,Loma,Loma 4,06:15:00,0.308247507,7,5.02779667,1402.709584,2,1.7,20.46
2-august-september,Loma,Loma 4,06:15:00,0.308247507,8,4.489599406,1426.839335,6,0.85,20.16
2-august-september,Loma,Loma 4,06:15:00,0.308247507,9,5.090837309,1565.46172,1,1.27,20.03
2-august-september,Loma,Loma 4,06:15:00,0.308247507,10,4.024342794,1506.793648,1,0.85,20.76
2-august-september,Loma,Loma 4,06:15:00,0.308247507,11,6.611812853,1457.794571,5,0.42,21.4
2-august-september,Loma,Loma 4,06:15:00,0.308247507,12,3.569091827,1373.828211,0,1.27,20.07
2-august-september,Loma,Loma 4,06:15:00,0.308247507,13,5.994076388,1491.669511,5,0,21.15
2-august-september,Loma,Loma 4,06:15:00,0.308247507,14,7.464407052,1454.282691,5,0,21.66
2-august-september,Loma,Loma 4,06:15:00,0.308247507,15,1.829193466,1420.043911,0,0.63,20.63
2-august-september,Loma,Loma 4,06:20:00,0.308247507,1,7.835443627,1552.669806,0,23.17,20.07
2-august-september,Loma,Loma 4,06:20:00,0.308247507,2,5.238939472,1469.995098,0,16.73,19.73
2-august-september,Loma,Loma 4,06:20:00,0.308247507,3,5.664018254,1618.677064,3,9.85,20.16
2-august-september,Loma,Loma 4,06:20:00,0.308247507,4,5.822033066,1584.476964,1,16.09,18.87
2-august-september,Loma,Loma 4,06:20:00,0.308247507,5,3.560099487,1449.610818,0,18.43,18.83
2-august-september,Loma,Loma 4,06:20:00,0.308247507,6,1.265355017,1804.528177,0,3.62,19.43
2-august-september,Loma,Loma 4,06:20:00,0.308247507,7,4.95899893,1395.594148,0,5.56,20.63
2-august-september,Loma,Loma 4,06:20:00,0.308247507,8,3.969320625,1417.448159,6,3.41,20.12
2-august-september,Loma,Loma 4,06:20:00,0.308247507,9,6.19483193,1670.655328,0,5.14,19.95
2-august-september,Loma,Loma 4,06:20:00,0.308247507,10,6.253667071,1520.301089,1,4.26,20.68
2-august-september,Loma,Loma 4,06:20:00,0.308247507,11,8.828605442,1419.174598,14,2.13,21.45
2-august-september,Loma,Loma 4,06:20:00,0.308247507,12,6.44595019,1379.071271,9,4.9,20.03
2-august-september,Loma,Loma 4,06:20:00,0.308247507,13,5.836650454,1453.723468,12,0.85,21.06
2-august-september,Loma,Loma 4,06:20:00,0.308247507,14,9.776322367,1453.312751,13,1.49,21.58
2-august-september,Loma,Loma 4,06:20:00,0.308247507,15,1.569548249,1525.312234,0,2.55,20.72
2-august-september,Loma,Loma 4,06:25:00,0.308247507,1,7.578757547,1545.079544,0,44.64,20.12
2-august-september,Loma,Loma 4,06:25:00,0.308247507,2,7.715300477,1449.723439,14,39.05,19.77
2-august-september,Loma,Loma 4,06:25:00,0.308247507,3,6.562302178,1625.347611,3,39.16,20.07
2-august-september,Loma,Loma 4,06:25:00,0.308247507,4,5.230407863,1483.181061,0,35.59,18.79
2-august-september,Loma,Loma 4,06:25:00,0.308247507,5,5.758496736,1655.656617,0,31.32,18.74
2-august-september,Loma,Loma 4,06:25:00,0.308247507,6,1.340664879,1530.755584,0,9.85,19.47
2-august-september,Loma,Loma 4,06:25:00,0.308247507,7,6.30780841,1404.164157,0,9.21,20.55
2-august-september,Loma,Loma 4,06:25:00,0.308247507,8,4.326666278,1519.684305,0,9.43,20.16
2-august-september,Loma,Loma 4,06:25:00,0.308247507,9,6.613486596,1642.040751,12,12.44,19.95
2-august-september,Loma,Loma 4,06:25:00,0.308247507,10,6.072334099,1451.021415,2,9.43,20.68
2-august-september,Loma,Loma 4,06:25:00,0.308247507,11,8.633137501,1460.568248,8,5.32,21.53
2-august-september,Loma,Loma 4,06:25:00,0.308247507,12,4.1453895,1379.563391,4,14.14,19.99
2-august-september,Loma,Loma 4,06:25:00,0.308247507,13,8.102183604,1523.650719,5,3.62,21.02
2-august-september,Loma,Loma 4,06:25:00,0.308247507,14,7.18556057,1394.289157,0,4.47,21.62
2-august-september,Loma,Loma 4,06:25:00,0.308247507,15,1.70015037,1518.100921,0,5.56,20.68
2-august-september,Loma,Loma 4,06:30:00,0.308247507,1,8.92751136,1568.034717,1,75.54,20.07
2-august-september,Loma,Loma 4,06:30:00,0.308247507,2,7.628957501,1446.640084,2,72.14,19.77
2-august-september,Loma,Loma 4,06:30:00,0.308247507,3,6.503050988,1606.576384,0,91.2,20.07
2-august-september,Loma,Loma 4,06:30:00,0.308247507,4,5.490702381,1486.291601,0,70.42,18.87
2-august-september,Loma,Loma 4,06:30:00,0.308247507,5,5.294164302,1580.756367,2,54.5,18.7
2-august-september,Loma,Loma 4,06:30:00,0.308247507,6,1.286725699,1460.394868,0,22.32,19.47
2-august-september,Loma,Loma 4,06:30:00,0.308247507,7,6.599316304,1409.615103,4,22.69,20.37
2-august-september,Loma,Loma 4,06:30:00,0.308247507,8,4.420759435,1473.88934,0,28.29,20.25
2-august-september,Loma,Loma 4,06:30:00,0.308247507,9,4.757846806,1628.612124,7,26.16,19.95
2-august-september,Loma,Loma 4,06:30:00,0.308247507,10,6.265434882,1463.661123,1,19.28,20.68
2-august-september,Loma,Loma 4,06:30:00,0.308247507,11,8.336933688,1477.945967,16,8.79,21.62
2-august-september,Loma,Loma 4,06:30:00,0.308247507,12,5.310247642,1374.541434,0,36.07,19.86
2-august-september,Loma,Loma 4,06:30:00,0.308247507,13,7.368388775,1559.113817,1,7.27,21.1
2-august-september,Loma,Loma 4,06:30:00,0.308247507,14,5.981084714,1384.000086,5,9.85,21.58
2-august-september,Loma,Loma 4,06:30:00,0.308247507,15,1.746560227,1410.68766,0,17.15,20.72
2-august-september,Loma,Loma 4,06:35:00,0.308247507,1,6.77936005,1505.940332,0,105.6,20.16
2-august-september,Loma,Loma 4,06:35:00,0.308247507,2,7.815404483,1404.374704,0,105.6,19.73
2-august-september,Loma,Loma 4,06:35:00,0.308247507,3,5.971043794,1462.01708,3,172.16,20.2
2-august-september,Loma,Loma 4,06:35:00,0.308247507,4,5.243582724,1471.407565,2,121.88,18.92
2-august-september,Loma,Loma 4,06:35:00,0.308247507,5,5.481770336,1622.51708,0,79.8,18.66
2-august-september,Loma,Loma 4,06:35:00,0.308247507,6,1.443689774,1454.225095,1,55.82,19.47
2-august-september,Loma,Loma 4,06:35:00,0.308247507,7,5.951254925,1430.852733,6,44.64,20.16
2-august-september,Loma,Loma 4,06:35:00,0.308247507,8,7.59554969,1489.804228,3,57.54,20.29
2-august-september,Loma,Loma 4,06:35:00,0.308247507,9,6.117912739,1620.047289,0,57.1,19.95
2-august-september,Loma,Loma 4,06:35:00,0.308247507,10,5.614542831,1432.616837,7,39.05,20.55
2-august-september,Loma,Loma 4,06:35:00,0.308247507,11,4.880506579,1444.863787,2,24.88,21.62
2-august-september,Loma,Loma 4,06:35:00,0.308247507,12,4.888313834,1380.165854,0,40.33,19.86
2-august-september,Loma,Loma 4,06:35:00,0.308247507,13,10.16809224,1577.554702,5,13.08,21.1
2-august-september,Loma,Loma 4,06:35:00,0.308247507,14,4.630346563,1545.692085,24,16.51,21.53
2-august-september,Loma,Loma 4,06:35:00,0.308247507,15,2.233640346,1507.354483,0,42.94,20.68
2-august-september,Loma,Loma 4,06:40:00,0.308247507,1,13.33116863,1499.882059,6,132.12,20.2
2-august-september,Loma,Loma 4,06:40:00,0.308247507,2,6.355000077,1422.884457,1,150.24,19.77
2-august-september,Loma,Loma 4,06:40:00,0.308247507,3,6.314552517,1463.043745,0,154.8,20.33
2-august-september,Loma,Loma 4,06:40:00,0.308247507,4,10.37024193,1492.515013,6,174.32,19
2-august-september,Loma,Loma 4,06:40:00,0.308247507,5,4.803053525,1502.297066,0,115.8,18.7
2-august-september,Loma,Loma 4,06:40:00,0.308247507,6,1.719615644,1434.981709,1,116.04,19.52
2-august-september,Loma,Loma 4,06:40:00,0.308247507,7,4.501941965,1431.343862,0,75.54,20.2
2-august-september,Loma,Loma 4,06:40:00,0.308247507,8,5.361495404,1488.056299,5,134.88,20.37
2-august-september,Loma,Loma 4,06:40:00,0.308247507,9,5.228461734,1592.29863,0,97.92,19.9
2-august-september,Loma,Loma 4,06:40:00,0.308247507,10,6.411523472,1507.242324,0,67.02,20.5
2-august-september,Loma,Loma 4,06:40:00,0.308247507,11,5.870651492,1428.045942,0,49.32,21.7
2-august-september,Loma,Loma 4,06:40:00,0.308247507,12,5.247947431,1390.583196,0,64.78,19.95
2-august-september,Loma,Loma 4,06:40:00,0.308247507,13,5.773949712,1432.322463,2,22.75,21.1
2-august-september,Loma,Loma 4,06:40:00,0.308247507,14,6.37997103,1445.744182,1,24.88,21.53
2-august-september,Loma,Loma 4,06:40:00,0.308247507,15,2.502671601,1425.365357,0,93.64,20.76
2-august-september,Loma,Loma 4,06:45:00,0.308247507,1,7.988430098,1649.795757,0,160.48,20.29
2-august-september,Loma,Loma 4,06:45:00,0.308247507,2,5.249888803,1442.479782,0,138.28,19.9
2-august-september,Loma,Loma 4,06:45:00,0.308247507,3,7.825344351,1475.891394,0,122.12,20.42
2-august-september,Loma,Loma 4,06:45:00,0.308247507,4,7.715935155,1544.011052,7,215.68,19.09
2-august-september,Loma,Loma 4,06:45:00,0.308247507,5,5.852681437,1473.715361,1,141.6,18.79
2-august-september,Loma,Loma 4,06:45:00,0.308247507,6,1.762400673,1489.08976,0,182.16,19.52
2-august-september,Loma,Loma 4,06:45:00,0.308247507,7,4.960877029,1387.967344,5,98.76,20.29
2-august-september,Loma,Loma 4,06:45:00,0.308247507,8,5.679835702,1423.280297,1,150.36,20.46
2-august-september,Loma,Loma 4,06:45:00,0.308247507,9,5.244157405,1585.843423,0,142.56,19.99
2-august-september,Loma,Loma 4,06:45:00,0.308247507,10,6.390323539,1444.189216,0,101.32,20.55
2-august-september,Loma,Loma 4,06:45:00,0.308247507,11,6.127028398,1440.717922,0,77.24,21.62
2-august-september,Loma,Loma 4,06:45:00,0.308247507,12,5.770466321,1391.782256,1,98.64,19.99
2-august-september,Loma,Loma 4,06:45:00,0.308247507,13,5.798305338,1459.746965,0,37.35,21.1
2-august-september,Loma,Loma 4,06:45:00,0.308247507,14,7.695035394,1396.765373,5,45.5,21.53
2-august-september,Loma,Loma 4,06:45:00,0.308247507,15,1.852049087,1436.007189,2,136.48,20.8
2-august-september,Loma,Loma 4,06:50:00,0.308247507,1,7.109868832,1600.945968,1,196.64,20.42
2-august-september,Loma,Loma 4,06:50:00,0.308247507,2,5.622896345,1452.119095,0,141.72,19.95
2-august-september,Loma,Loma 4,06:50:00,0.308247507,3,5.929050921,1452.844591,2,115.16,20.46
2-august-september,Loma,Loma 4,06:50:00,0.308247507,4,5.459213825,1517.939562,0,273.2,19.22
2-august-september,Loma,Loma 4,06:50:00,0.308247507,5,5.633768041,1502.22856,1,176,18.83
2-august-september,Loma,Loma 4,06:50:00,0.308247507,6,1.808925729,1566.614325,0,216.48,19.65
2-august-september,Loma,Loma 4,06:50:00,0.308247507,7,5.201579833,1392.016527,4,135.64,20.29
2-august-september,Loma,Loma 4,06:50:00,0.308247507,8,6.409635176,1417.468094,11,161.32,20.46
2-august-september,Loma,Loma 4,06:50:00,0.308247507,9,6.185726816,1588.861708,0,176.24,20.07
2-august-september,Loma,Loma 4,06:50:00,0.308247507,10,6.45351676,1420.792683,0,142.56,20.63
2-august-september,Loma,Loma 4,06:50:00,0.308247507,11,6.476488412,1444.675899,0,121.04,21.66
2-august-september,Loma,Loma 4,06:50:00,0.308247507,12,6.85320792,1397.580375,5,183.68,20.07
2-august-september,Loma,Loma 4,06:50:00,0.308247507,13,10.90488914,1473.867001,3,55.82,21.06
2-august-september,Loma,Loma 4,06:50:00,0.308247507,14,6.418302139,1408.331097,0,71.28,21.53
2-august-september,Loma,Loma 4,06:50:00,0.308247507,15,2.097475817,1489.204561,1,177.68,20.8
2-august-september,Loma,Loma 4,06:55:00,0.308247507,1,7.305060726,1430.586615,2,255.68,20.59
2-august-september,Loma,Loma 4,06:55:00,0.308247507,2,5.826243113,1461.978913,0,163.12,20.07
2-august-september,Loma,Loma 4,06:55:00,0.308247507,3,6.451659621,1436.714999,3,119.44,20.55
2-august-september,Loma,Loma 4,06:55:00,0.308247507,4,4.460563804,1511.276545,10,337.44,19.35
2-august-september,Loma,Loma 4,06:55:00,0.308247507,5,5.138963148,1430.079312,2,213.76,18.87
2-august-september,Loma,Loma 4,06:55:00,0.308247507,6,1.807763051,1518.37582,0,251.68,19.73
2-august-september,Loma,Loma 4,06:55:00,0.308247507,7,6.093641927,1403.58213,1,124.44,20.29
2-august-september,Loma,Loma 4,06:55:00,0.308247507,8,6.288053209,1416.975115,0,185.36,20.42
2-august-september,Loma,Loma 4,06:55:00,0.308247507,9,5.87118085,1582.315937,1,153.76,20.29
2-august-september,Loma,Loma 4,06:55:00,0.308247507,10,6.59946514,1396.958633,0,184.72,20.68
2-august-september,Loma,Loma 4,06:55:00,0.308247507,11,5.910443898,1464.247015,0,206.88,21.66
2-august-september,Loma,Loma 4,06:55:00,0.308247507,12,7.924133856,1393.307295,11,237.84,20.03
2-august-september,Loma,Loma 4,06:55:00,0.308247507,13,5.826973015,1449.03955,0,77.36,20.98
2-august-september,Loma,Loma 4,06:55:00,0.308247507,14,5.587365802,1455.165866,0,89.4,21.62
2-august-september,Loma,Loma 4,06:55:00,0.308247507,15,2.011375329,1421.171615,3,232.72,20.89
2-august-september,Loma,Loma 4,07:00:00,0.308247507,1,5.223309115,1388.067857,0,350.56,20.76
2-august-september,Loma,Loma 4,07:00:00,0.308247507,2,6.809973388,1426.154236,1,169.2,20.07
2-august-september,Loma,Loma 4,07:00:00,0.308247507,3,6.579172488,1422.86904,4,190.96,20.59
2-august-september,Loma,Loma 4,07:00:00,0.308247507,4,5.412907368,1445.65402,1,389.92,19.43
2-august-september,Loma,Loma 4,07:00:00,0.308247507,5,4.324713577,1417.426701,0,339.68,18.96
2-august-september,Loma,Loma 4,07:00:00,0.308247507,6,1.662897017,1500.394336,0,280,19.82
2-august-september,Loma,Loma 4,07:00:00,0.308247507,7,5.672296025,1401.022549,0,153.76,20.42
2-august-september,Loma,Loma 4,07:00:00,0.308247507,8,5.59460469,1432.155338,7,243.76,20.46
2-august-september,Loma,Loma 4,07:00:00,0.308247507,9,4.962223295,1550.478079,3,162.4,20.37
2-august-september,Loma,Loma 4,07:00:00,0.308247507,10,6.6501719,1420.618248,0,228.64,20.8
2-august-september,Loma,Loma 4,07:00:00,0.308247507,11,6.066518323,1432.360706,0,268.96,21.66
2-august-september,Loma,Loma 4,07:00:00,0.308247507,12,5.318356246,1391.713088,0,386.88,19.99
2-august-september,Loma,Loma 4,07:00:00,0.308247507,13,6.217195637,1432.656783,1,88.52,21.06
